URL,ASIN,Title,Brand,Fulfillment,Category,BSR,Subcategory,Price,Price Trend (90 days) (%),Monthly Sales,Sales Trend (90 days) (%),Monthly Revenue,Review Count,Reviews Rating,Seller,Number of Active Sellers,Last Year Sales,Sales Year Over Year (%),Size Tier,Length,Width,Height,Weight,Storage Fee (Jan - Sep),Storage Fee (Oct - Dec),Best Sales Period,Age (Month),Number of Images,Variation Count,Sales to Reviews,profit_margin,Reviews,Solving need,Recurring,price_range,Competition,packaging_size,Seasonal,customer_pricing,Cross Selling,Fragile,Inventory time
https://amazon.in/dp/B0CG3M1K6S,B0CG3M1K6S,"Bummy PANTS Super Dry Leakage Proof Technology Baby Diaper – New Born & Xtra Small (NB & XS) Size, 80 Count, Super Absorbent 5D Cross Core Pack of 1, 0-4kg",BUMMY PANTS,FBM,Baby,368,Diaper Pants,437.0,-25.0,300,121.0,138000.0,121,3.5,BUMMY PANTS,1,,,Standard Size,12.6,11.81,4.72,2.69,,,07/01/2024,5,6,48,2.88,460.0,104.16666666666667,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0C6Y8TQZ5,B0C6Y8TQZ5,"haus & kinder Animal Arcade Collection 100% Cotton Muslin Baby Swaddle Wrap for New Born, Size 100 cm by 100 cm - Pack of 3 (Ocean, Elephant, Lion)",haus & kinder,FBA,Baby,243,Swaddlers,577.0,-5.0,289,2.0,166753.0,379,4.5,Samara Retail,1,,,Standard Size,2.09,5.39,10.98,0.88,,,03/01/2024,9,7,9,0.76,577.0,380.2631578947368,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0C6XVTW7J,B0C6XVTW7J,Coo Coo Extra Dry Baby Pullup Diaper Pant Size Small -S (84) Count Upto 4-8 kg Super Absorbent Core Up to 12 Hrs Protection Soft Elastic Waist & Leakage Protection Size Small-S (84 Pieces)/Pack,Coo Coo,FBA,Baby,295,Diaper Pants,548.0,4.0,257,1.0,140836.0,500,3.9,RK World Infocom Pvt Ltd,1,,,Standard Size,5.55,15.24,16.73,4.21,,,12/01/2023,5,6,16,0.51,548.0,503.921568627451,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0CGX57ZCG,B0CGX57ZCG,"TIDY SLEEP Cotton Baby Dry Sheet/Mattress Protector (Waterproof/Quickly Dry/Extra Absorbent/Reusable)- Pack of 2, Blue",TIDY SLEEP,FBA,Baby,448,Crib Mattress Protection,717.0,-5.0,217,53.0,155589.0,122,4.2,TIDY SLEEP,1,,,Standard Size,3.74,11.97,14.65,2.36,,,07/01/2024,1,6,21,1.87,717.0,116.04278074866309,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0CKHVG14Z,B0CKHVG14Z,"BAYBEE Baby Bedding Set for New Born Baby, Bed Mattress with Mosquito Net & Neck Pillow, Sleeping Nest Travel Bed for Baby, Infant Toddler Bed Set Gifts for Baby Boy Girl 0-6 Months (Orange)",BAYBEE,FBA,Baby,845,Baby Nests,789.0,15.0,141,-16.0,112659.0,371,4.2,GALAXY INCORPORATION,1,,,Standard Size,15.75,7.87,3.94,1.76,,,11/01/2023,9,7,9,0.39,799.0,361.53846153846155,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0CGX4C238,B0CGX4C238,TIDY SLEEP Baby Dry Sheet/Mattress Protector (Waterproof/Quickly Dry/Extra Absorbent/Reusable) - Pack of 2,TIDY SLEEP,FBA,Baby,434,Crib Mattress Protection,727.0,-1.0,220,56.0,159940.0,122,4.2,TIDY SLEEP,1,,,Standard Size,11.81,3.54,13.78,3.97,,,07/01/2024,3,5,21,1.9,727.0,115.78947368421053,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0CCB1NW2Y,B0CCB1NW2Y,Eddie & Holly 2 in 1 Sipper for Baby | 220 ml | Water and Milk Bottle for Kids and New Born Baby | Wide Neck | Stainless Steel | Zero Plastic Bottle | 0+ Months | 220 ml,Eddie & Holly,FBA,Baby,1185,Bottles,569.0,-5.0,132,-2.0,75108.0,205,3.6,Eddie & Holly,1,,,Standard Size,2.64,2.76,6.93,0.46,,,09/01/2023,10,7,10,0.65,569.0,203.07692307692307,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0CCB4169P,B0CCB4169P,Eddie & Holly 2 in 1 Sipper Bottle for Baby | 300 ml | Wide Neck | Anti Colic Bottle | Zero Plastic | Steel Milk Bottle for Kids | 6+ Months | 300 ml,Eddie & Holly,FBA,Baby,1185,Bottles,719.0,5.0,132,-2.0,94908.0,205,3.6,Eddie & Holly,1,,,Standard Size,2.72,2.76,6.73,0.49,,,09/01/2023,10,7,10,0.65,719.0,203.07692307692307,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0C6XWT616,B0C6XWT616,Coo Coo Extra Dry Baby Pullup Diaper Pant Size Small-S (112) Count upto 4-8 kg Super Absorbent Core Up to 12 Hrs Protection Soft Elastic Waist & Leakage Protection Size Small-S (112 Pieces)/Pack,Coo Coo,FBA,Baby,295,Diaper Pants,699.0,3.0,256,1.0,178944.0,499,3.9,RK World Infocom Pvt Ltd,2,,,Standard Size,5.55,15.16,20.87,5.49,,,12/01/2023,5,6,16,0.53,699.0,483.01886792452825,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0CPHTM79N,B0CPHTM79N,"SNOWIE SOFT® Baby Suction Plates for Baby Feeding with 4 Strong Suction Cups, Silicone Toddler Plates with Deep Divided for Kids to Feed Themselves, Dish Washer & Micro-Wave Oven Safe",SNOWIE SOFT,FBA,Baby,1023,Plates,499.0,1.0,134,-41.0,66866.0,318,4.2,Xspace Offer,1,,,Standard Size,1.5,7.44,7.87,0.35,,,03/01/2024,6,7,5,0.42,499.0,319.04761904761904,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0CN9RDBJ1,B0CN9RDBJ1,"EMBOSSED Mosquito Net for Bed Heavy Quality HDPE NET King Size Queen Size Premium Machardani I Strong and Durable I Protection for Baby Insect Protection Net (Khakhi, 5 x 7)",EMBOSSED,FBM,Baby,907,Mosquito Protection,589.0,,143,41.0,84227.0,125,4.2,SUMAN SADHNA ENTERPRISES,1,,,Standard Size,4.33,1.18,5.91,0.99,,,03/01/2024,8,7,18,1.15,589.0,124.34782608695653,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0CTJPJNZ3,B0CTJPJNZ3,"Kidsmate Musical Keyboard Mat Piano Gym Mat | Hanging Toys | Baby Crawling Mat for Newborn Baby| Interactive Lights, Engaging Tunes, and Developmental Bliss for Newborns to 12 Months (Blue)",Kidsmate,FBA,Baby,660,Playmats & Floor Gyms,799.0,-4.0,177,-18.0,141423.0,291,3.4,RK World Infocom Pvt Ltd,1,,,Standard Size,3.54,17.2,19.88,2.84,,,06/01/2024,6,7,3,0.61,799.0,290.1639344262295,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0CQHQT5CJ,B0CQHQT5CJ,"Glowseries Night Lamp For Kids, Cat Nursery Night Lights With Battery, 7 Color Table Lamp,Room Decor, Usb Rechargeable, Cute Led Multicolor Gifts For Baby, Children, Toddlers, Teen Girls - Silicone",GLOWSERIES,FBA,Baby,455,Baby Room Décor,664.0,-19.0,201,45.0,133464.0,145,4.5,AISHA IMPEX,1,,,Standard Size,4.02,5.67,10.94,0.46,,,07/01/2024,4,9,19,1.39,664.0,144.6043165467626,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0BM4MQLQ4,B0BM4MQLQ4,"TuddyBuddy 100% Cotton Adjustable Baby Swaddle Wrap for Newborn to 6 Months Baby (0-3 Months, Pack of 3 - Plain Grey, Brown & Cream)",TuddyBuddy,FBA,Baby,1498,Swaddlers,999.0,29.0,105,89.0,94395.0,371,3.9,Oxyliv Products Pvt Ltd,1,,,Standard Size,7.87,2.36,7.87,0.44,,,07/01/2024,-,6,139,0.28,899.0,374.99999999999994,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B097T6Z9KM,B097T6Z9KM,"Sebamed Baby Powder 100 gm| Olive Oil, Allantoin|Keeps newborn’s skin fresh|absorbs sweat|",SebaMed,FBM,Baby,957,Powders,365.0,9.0,127,-57.0,46355.0,211,4.5,RUDRE ENTERPRISES,1,,,Standard Size,1.73,2.01,5.28,0.29,,,04/01/2024,6,4,0,0.6,365.0,211.66666666666669,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0CN9QRVTL,B0CN9QRVTL,"EMBOSSED Mosquito Net for Bed Heavy Quality HDPE NET King Size Queen Size Premium Machardani I Strong and Durable I Protection for Baby Insect Protection Net (Purple, 6 x 7)",EMBOSSED,FBM,Baby,907,Mosquito Protection,649.0,,143,44.0,92807.0,125,4.2,SUMAN SADHNA ENTERPRISES,1,,,Standard Size,4.33,1.18,5.91,0.99,,,03/01/2024,8,6,18,1.15,649.0,124.34782608695653,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0CKL7C61W,B0CKL7C61W,"SNOWIE SOFT® Food Plate Silicone BPA Free Baby Food Plate, Anti Flip Over Silicone Food Plate with Suction Cup, with Spoon & Baby Use Fork, Dish Washer Safe (Pink)",SNOWIE SOFT,FBA,Baby,1013,Plates,499.0,-10.0,135,-41.0,67365.0,318,4.2,Xspace Offer,2,,,Standard Size,2.2,7.05,7.76,0.42,,,03/01/2024,8,8,5,0.42,499.0,321.42857142857144,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0CTJQLKMZ,B0CTJQLKMZ,"Kidsmate Musical Keyboard Mat Piano Gym Mat | Hanging Toys | Baby Crawling Mat for Newborn Baby| Interactive Lights, Engaging Tunes, and Developmental Bliss for Newborns to 12 Months (Pink)",Kidsmate,FBA,Baby,660,Playmats & Floor Gyms,799.0,2.0,177,-18.0,141423.0,291,3.4,RK World Infocom Pvt Ltd,1,,,Standard Size,3.7,16.61,19.76,7.58,,,06/01/2024,6,7,3,0.61,799.0,290.1639344262295,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0D49SFPF9,B0D49SFPF9,R for Rabbit 750 ml Tritan Bear Premium Baby Water Sipper for Kids | BPA Free & Non Toxic Leak Proof Drinking Silicone Straw Sippy Cup for 12+ Months Baby Boy and Girl (Black),R for Rabbit,FBA,Baby,1286,Sippy Cups,582.0,-11.0,114,,66918.0,239,4.1,RK World Infocom Pvt Ltd,1,,,Standard Size,4.02,4.72,7.05,0.53,,,06/01/2024,2,7,11,0.48,587.0,237.5,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0CQHRJ4YD,B0CQHRJ4YD,"GLOWSERIES Cute Owl Kids Lamp,USB Rechargeable Cute Animal Lamps 7 Color Changing LED Portable Touch Lamp Children Room Desk Decor Birthday Gifts for Baby Kids Women Teenager",GLOWSERIES,FBA,Baby,482,Baby Room Décor,799.0,-37.0,202,44.0,161398.0,145,4.5,AISHA IMPEX,1,,,Standard Size,4.02,4.41,5.94,0.53,,,07/01/2024,-,9,19,1.39,799.0,145.32374100719426,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0CZJLG231,B0CZJLG231,"IMNISHNAY Night Light Pear Cute LED Nursery Nightlight Lamp, Tap Control Squishy Silicone, USB Rechargeable Bedside Lamp for Bedroom, Warm White & 7 Colors, Christmas Gift for Kids Girls Boys (Pear)",IMNISHNAY,FBA,Baby,879,Baby Room Décor,949.0,-8.0,154,29.0,146146.0,273,4.0,IMNISHNAY,1,,,Standard Size,3.9,4.45,5.16,0.53,,,07/01/2024,3,8,33,0.56,949.0,275.0,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0D6KQM9YP,B0D6KQM9YP,GLOWSERIES Rabbit Lamp Touch Dimming Bedside Lights Bunny Lamp Tap Lights Kids Night Lights Nursery Night Light Touch Light Kid Night Light,GLOWSERIES,FBM,Baby,455,Baby Room Décor,598.0,-55.0,200,,119600.0,145,4.5,PRIYANSHI JARI,2,,,Standard Size,4.17,4.72,6.69,0.42,,,07/01/2024,1,9,19,1.38,598.0,144.92753623188406,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0D4MLZYWT,B0D4MLZYWT,"Antson Double Sided Water Proof Baby Play Mat, Baby Play Mat Waterproof Portable Double Side Soft Reversible and Foldable Foam for Toddler, Infant & Kids (Large Biggest Size - 6.5 Feet X 5 Feet)",Antson,FBA,Baby,198,Playmats & Floor Gyms,794.0,-23.0,142,,112748.0,462,4.5,RK World Infocom Pvt Ltd,1,,,Standard Size,3.86,15.67,35.35,1.98,,,07/01/2024,1,9,0,0.31,794.0,458.06451612903226,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0CV5W4FBQ,B0CV5W4FBQ,"R for Rabbit Waterproof Quick Dry Sheet for Baby | Anti-Piling Fleece Extra Absorbent Instant Dry Sheet for Baby Bed | Baby Cot Protector sheet | Baby Bed Protector (Size-M,Green)",R for Rabbit,FBA,Baby,276,Crib Mattress Protection,317.0,16.0,317,69.0,98587.0,101,4.1,RK World Infocom Pvt Ltd,1,,,Standard Size,2.09,7.64,10.51,0.44,,,07/01/2024,2,5,18,3.3,311.0,96.06060606060606,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0CG3L5S7X,B0CG3L5S7X,"Bummy PANTS Super Dry Leakage Proof Technology Baby Diaper –Medium (M) Size, 72 Count, Super Absorbent 5D Cross Core with Anti Rash dual Layer Up to 12 Hrs Protection, Pack of 1, 5-11kg",BUMMY PANTS,FBM,Baby,425,Diaper Pants,521.55,-10.0,287,67.0,149684.85,121,3.5,BUMMY PANTS,1,,,Standard Size,14.57,10.63,4.72,3.66,,,07/01/2024,3,6,48,2.37,521.5500000000001,121.0970464135021,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0CJNPSBDM,B0CJNPSBDM,Jr. Sr. Baby Diaper| Small | 4-8 Kg | 78 Counts | Pack Of 1,Jr. Sr.,FBA,Baby,450,Diaper Pants,529.0,72.0,217,-37.0,114793.0,244,3.8,RK World Infocom Pvt Ltd,2,,,Standard Size,5.87,12.4,16.5,3.81,,,05/01/2024,4,6,15,0.89,529.0,243.82022471910113,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0CV4B5YK7,B0CV4B5YK7,The Good Bug Squat Buddy | Squat Potty | Bathroom Stool | Potty Stool for Adults | Thickened Plastic Toilet Footstool | Western Toilet | Scientific Angle | Anti Slip | 19 cm Height | Matt Black,The Good Bug,FBM,Baby,448,Step Stools,628.0,-2.0,235,-5.0,147580.0,330,4.1,Seven Turns,1,,,Standard Size,7.87,18.9,7.09,0.0,,,03/01/2024,5,6,4,0.71,628.0,330.98591549295776,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0CYL8F39W,B0CYL8F39W,"GLOWSERIES Cat Gifts Baby Gifts, Colors Changing Silicone Cat Night Light Cat Decor, Baby Room Decor Lamp, Portable Rechargeable Cat Lamp, Kawaii Christmas Gifts for Teen Girls",GLOWSERIES,FBA,Baby,482,Baby Room Décor,949.0,,203,45.0,192647.0,145,4.5,CYMNIX,1,,,Standard Size,3.27,4.49,6.38,0.44,,,07/01/2024,2,9,19,1.4,949.0,145.0,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0CV5RZXN5,B0CV5RZXN5,"R for Rabbit Waterproof Quick Dry Sheet for Baby | Anti-Piling Fleece Extra Absorbent Instant Dry Sheet for Baby Bed | Baby Cot Protector sheet | Baby Bed Protector (Size-L,Grey)",R for Rabbit,FBA,Baby,276,Crib Mattress Protection,561.0,-2.0,317,70.0,179739.0,101,4.1,RK World Infocom Pvt Ltd,1,,,Standard Size,2.2,9.76,14.57,0.82,,,07/01/2024,2,5,18,3.3,567.0,96.06060606060606,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B08C4ZRNQ1,B08C4ZRNQ1,"Koochie-Koo Cotton Hosiery Washable Reusable Nappy, Diaper, Langot, Extra Absorbent With Wide Cushion/Padding, For Baby (Multi, 8 To 12 Months-L), 6 Count",Koochie-Koo,FBA,Baby,838,Cloth Diapers,540.0,2.0,133,-13.0,75677.0,304,4.0,wishkey,1,1371.0,21.0,Standard Size,2.36,7.4,8.58,0.37,,,06/01/2024,48,6,4,0.45,569.0,295.55555555555554,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0C1VTRZLV,B0C1VTRZLV,"haus & kinder R 100% Cotton Reversible Muslin Blanket For Newborn Baby Boy And Girl, Triple Layer Blanket 0-3 Years, Size- 120 Cm X 120 Cm (Roarsome, Yellow), 200 TC",haus & kinder,FBA,Baby,485,Blankets,799.0,2.0,214,-2.0,192386.0,207,4.6,Samara Retail,1,2087.0,,Standard Size,2.36,8.5,10.47,1.1,,,03/01/2024,14,9,18,1.05,899.0,203.8095238095238,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0CCP1S9KN,B0CCP1S9KN,"SNUGKINS Unisex Baby Unisex Baby Snug Potty Training Pull-Up Pants For Babies/Toddlers/Kids|100% Pure Cotton|Washable & Reusable|(Size 1, Fits 1-2 Years)|Pack Of 2 - Evil Eye & Watermelon",SNUGKINS,FBM,Baby,758,Diaper Pants,498.0,,128,49.0,63744.0,194,3.3,Snugkins,1,,,Standard Size,2.64,3.43,6.93,0.33,,,07/01/2024,-,6,102,0.68,498.0,188.23529411764704,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0C3RWC542,B0C3RWC542,"SNUGKINS Unisex-Child Cotton Multicolor Snug Potty Training Pull-Up Pants For Babies/Toddlers/Kids. Reusable Padded Underwear (3 Years-4 Years, Pack Of 3 - Farm & Kindergarten Tales)",SNUGKINS,FBA,Baby,738,Diaper Pants,729.0,13.0,128,49.0,93312.0,194,3.3,Snugkins,2,,,Standard Size,2.68,3.39,7.28,0.33,,,07/01/2024,11,4,102,0.68,729.0,188.23529411764704,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0CSDQQ5VC,B0CSDQQ5VC,"SNUGKINS Snug Potty Training Pull-up Pants for Babies/Toddlers/Kids | 100% Pure Cotton | Washable & Reusable | (Size 0, Fits 9-12 Months) | Watermelon & Whale Pack of 2",SNUGKINS,FBM,Baby,738,Diaper Pants,498.0,,128,52.0,63744.0,194,3.3,Snugkins,1,,,Standard Size,1.22,7.72,9.21,0.2,,,07/01/2024,-,6,102,0.68,498.0,188.23529411764704,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0CL7856TB,B0CL7856TB,"SNUGKINS Snug Potty Training Pants Babies/Toddlers/Kids (Size 1, 1-2 Years) - Pack of 2",SNUGKINS,FBM,Baby,738,Diaper Pants,498.0,,128,49.0,63744.0,194,3.3,Snugkins,1,,,Standard Size,1.77,4.61,7.05,0.24,,,07/01/2024,-,4,102,0.68,498.0,188.23529411764704,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0C19MGNJV,B0C19MGNJV,"GLOWSERIES Cute Dinosaurs for Baby Room Decor, 7 Colors Kids Lamp for Bedroom Lamp, Silicone Dinosaur Room Decor for Boys Night Light Lamp, USB Rechargeable Battery Night Lamp",GLOWSERIES,FBA,Baby,482,Baby Room Décor,641.0,-5.0,202,43.0,129482.0,144,4.5,AISHA IMPEX,2,,,Standard Size,4.02,6.02,6.38,0.66,,,07/01/2024,13,9,19,1.4,641.0,144.2857142857143,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0CCDW761T,B0CCDW761T,"Cherilo Memory Foam Pillow for Kids Provide Extra Neck Support with Removable Pillow Cover, Fancy Triangles Pattern - White, Suitable for 1 Year & above - 20.5"" x 11.5"" x 2.5""",Cherilo,FBA,Baby,850,Back & Body Supports,929.0,,159,18.0,150255.0,206,4.5,RK World Infocom Pvt Ltd,2,,,Standard Size,1.89,12.76,18.19,0.93,,,07/01/2024,10,6,8,0.78,945.0,203.84615384615384,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0C6TRRMJM,B0C6TRRMJM,haus & kinder 3 in 1 Baby Sleeping Bag & Carry Nest | Cotton Bedding Set for Infants & New Born Baby | Portable/Travel & Skin Friendly | 0-6 Months (Polka Dot),haus & kinder,FBA,Baby,546,Sleeping Bag,649.0,26.0,182,-1.0,127218.0,263,4.2,Samara Retail,1,2017.0,,Standard Size,4.72,13.94,19.41,1.15,,,10/01/2023,12,8,5,0.73,699.0,249.3150684931507,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0BZSL9PC9,B0BZSL9PC9,"Cherilo Standard Elevated Wedge Baby Pillows for New Born, Pillow for Kids, Crib & Mattress, Prevents Acid Reflux, Colic, GERD, Heat Burn & Vomiting, 14"" x 19"" x 3.5"", with Cover, Star Design, Blue",Cherilo,FBA,Baby,781,Back & Body Supports,929.0,,151,3.0,147225.0,223,4.1,RK World Infocom Pvt Ltd,2,1660.0,,Standard Size,3.54,15.12,19.69,0.82,,,07/01/2024,12,9,28,0.68,975.0,222.05882352941174,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0BC261NDJ,B0BC261NDJ,SuperBottoms BASIC Assorted Pack of 2 CPSIA Certified Cotton Cloth Diapers For Baby | Washable & Reusable | 0-3 Years | Freesize | Adjustable | Reduces Rash | With Quick Dry Pad/Insert,superbottoms,FBA,Baby,985,Cloth Diapers,550.0,20.0,154,-37.0,89166.0,324,3.6,Navashya Consumer Products Private Limited,1,4410.0,,Standard Size,3.31,6.61,7.87,0.66,,,10/01/2023,12,7,6,0.48,579.0,320.83333333333337,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0C3MF3K4L,B0C3MF3K4L,Mahaveer Cotton Organic Cotton Muslin Pack of 2 Baby Bath Towel 120 cm X 120 cm_ Wave Polka & Multi Triangle,Mahaveer Cotton,FBA,Baby,405,Bath Towels & Wash Cloths,499.0,,233,-9.0,116267.0,194,4.4,Mahaveer-Cotton,1,2403.0,,Standard Size,2.83,6.26,7.91,0.79,,,05/01/2024,14,6,28,1.2,499.0,194.16666666666669,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0BVBDTFRT,B0BVBDTFRT,"Amazon Brand - Supples Alphabet Theme Reversible Mat for Babies, Double Sided, Waterproof, Soft Cushioning, Portable, Baby Safe (Multicolour)",Supples,FBA,Baby,655,Playmats & Floor Gyms,628.0,-35.0,143,107.0,89804.0,149,3.6,RK World Infocom Pvt Ltd,1,1220.0,,Standard Size,2.76,15.43,35.43,1.68,,,07/01/2023,13,7,3,0.96,628.0,148.95833333333334,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0BWYX9LNP,B0BWYX9LNP,"Natural.Toys Wood Teether Combo (Dumbbell Rattler + Mouse Teether + Bird Teether + 75Mm Ring + Two Peg Dolls + Purple Toy Car), Infant",Natural.Toys,FBA,Baby,573,Teethers,498.0,5.0,178,15.0,88822.0,196,3.5,ParasOnline,1,1136.0,,Standard Size,2.2,4.88,6.97,0.64,,,06/01/2024,4,5,3,0.94,499.0,189.36170212765958,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0C7W1NYNZ,B0C7W1NYNZ,"Safemyles Foldable Baby Mosquito Net, Bottomless Net for Baby, for Safe & Easy Use | Ensures Your Baby's Safe Sleep - (0 to 24 Months) - Ocean Green",Lifekrafts,FBA,Baby,700,Mosquito Protection,829.0,,226,115.0,187354.0,315,4.4,LifeKrafts,1,1487.0,,Standard Size,1.69,26.54,27.87,2.98,,,07/01/2024,12,6,6,0.75,829.0,301.3333333333333,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0BZSJQ7HK,B0BZSJQ7HK,"Cherilo Standard Elevated Wedge Pillow for Baby Crib & Mattress, Helps to Elevate Baby for Acid Reflux, Colic, GERD, Heat Burn & Vomiting | 14"" x 19"" x 3.5"" | - With Removable Velvet Cover - Navy Blue",Cherilo,FBA,Baby,773,Back & Body Supports,928.0,-1.0,153,8.0,142290.0,223,4.1,RK World Infocom Pvt Ltd,2,1643.0,,Standard Size,3.86,14.65,19.69,0.84,,,07/01/2024,7,9,28,0.69,930.0,221.73913043478262,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0C33YZZ4J,B0C33YZZ4J,"Nat Habit 100% Pure Virgin Coconut Baby Oil For Baby Skin & Hair, Enriched With Vit E & Omega-3, 6 Non-Refined, LLP Free, Chemical & Preservative Free - 200 ml",Nat Habit,FBA,Baby,281,Oils,452.0,-3.0,278,4.0,136498.0,354,4.4,RK World Infocom Pvt Ltd,1,2462.0,,Standard Size,1.18,2.36,4.72,0.51,,,07/01/2024,11,6,10,0.8,491.0,347.5,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0C49JM93L,B0C49JM93L,"SuperBottoms Pillow Cover for Rai/Mustard Seed Pillow | Pack of 2 Pillow Covers | Premium Modal Fabric, Extra Soft | Extra Long Secure Flaps for Newborn Baby | 0-12m, 31x21cm for Gifting",superbottoms,FBA,Baby,902,Back & Body Supports,598.0,1.0,158,38.0,110442.0,123,4.1,Navashya Consumer Products Private Limited,3,1944.0,,Standard Size,3.23,6.81,7.13,0.29,,,09/01/2023,4,5,11,1.28,699.0,123.4375,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0C3MDRH66,B0C3MDRH66,"Mahaveer Cotton Organic Cotton Muslin Pack Of 2 Baby Bath Towel 120 Cm X 120 Cm,400 Tc_ Zig Zag Blue & Grey",Mahaveer Cotton,FBA,Baby,438,Bath Towels & Wash Cloths,499.0,,232,-5.0,115768.0,194,4.4,Mahaveer-Cotton,1,2383.0,,Standard Size,2.28,6.46,8.23,0.84,,,05/01/2024,14,6,28,1.2,499.0,193.33333333333334,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0C3XRD1YR,B0C3XRD1YR,"Baybee Silicone Food Feeder for Baby, Feeding Bottle with Spoon Feeder | feeding spoon bottle for Semi-Solid Food, Cereals, Fruit Food Feeder with Anti-Colic & BPA Free for Infants | Baby Squeezy Food Feeder For Baby 3+ Months (Green)",BAYBEE,FBA,Baby,844,Bottles,379.0,1.0,107,3.0,42693.0,122,4.3,GALAXY INCORPORATION,1,1098.0,,Standard Size,1.97,4.29,10.55,0.24,,,07/01/2023,14,8,4,0.88,399.0,121.5909090909091,True,False,>500,Low,Small,False,Flexible,True,False,Less
https://amazon.in/dp/B0BWQ3Y3SS,B0BWQ3Y3SS,"LuvLap 4 in 1 Slim Neck Steel Baby Bottle Cum Sipper with Handle, Made of SS304 Rust Free Steel, BPA Free, Odour Free, Anti Colic Nipple, Spout, Weighted Straw & Cap, Pink, 3M+, 240 ml",LuvLap,FBA,Baby,526,Sippy Cups,847.0,-3.0,179,16.0,151971.0,179,3.6,RK World Infocom Pvt Ltd,5,1414.0,,Standard Size,1.46,3.78,8.58,0.42,,,06/01/2024,16,6,4,1.08,849.0,165.74074074074073,True,False,>500,Low,Small,False,Flexible,True,False,Less
